Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,scenarioDesc,State,Year,Total Title III,id
306678,187364,237116,28418,28418,89247,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Colorado,2017,1250872,8
-52415,75932,11728,-3447,-3447,28393,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Connecticut,2017,-29510,9
19112,33608,14324,-1388,-1388,13321,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Delaware,2017,41347,10
19112,33608,14324,-1388,-1388,3229,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,District of Columbia,2017,41347,11
1173016,753938,327769,-20558,-20558,325419,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Florida,2017,1882526,12
482703,302024,361644,27651,27651,138625,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Georgia,2017,1656354,13
19112,33608,14324,-1388,-1388,18516,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Hawaii,2017,41347,15
19112,33608,14324,-1388,-1388,29224,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Idaho,2017,41347,16
-172866,290719,51496,-11102,-11102,127686,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Illinois,2017,-43936,17
212342,149424,32577,-5637,-5637,67955,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Indiana,2017,292277,18
-50816,66824,3912,-3066,-3066,26889,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Iowa,2017,-42457,19
-40900,85821,12172,-2531,-2531,33494,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Kansas,2017,6777,20
128259,93890,51648,-3859,-3859,45012,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Kentucky,2017,203940,21
156916,113260,76285,-3903,-3903,49020,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Louisiana,2017,275800,22
19112,40696,14324,-1391,-1391,18318,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Maine,2017,48432,23
226188,151600,103458,-4768,-4768,70827,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Maryland,2017,394944,24
-97803,178352,33390,-6144,-6144,77624,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Massachusetts,2017,-6474,25
407719,275162,60761,-9159,-9159,116847,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Michigan,2017,577806,26
195507,133882,36136,-4475,-4475,66176,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Minnesota,2017,284496,27
-38912,57907,19388,-2591,-2591,26034,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Mississippi,2017,-9764,28
-84671,155272,37725,-5587,-5587,61282,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Missouri,2017,3652,29
19112,33608,14324,-1388,-1388,15210,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Montana,2017,41347,30
-27389,34367,5790,-1649,-1649,16724,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Nebraska,2017,-20827,31
160118,99193,101296,9898,9898,44013,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Nevada,2017,542779,32
